0,12747,Áreas urbanizadas densas,Quilômetros quadrados,['nivelTerritorial'],8418
1,12748,Áreas urbanizadas pouco densas,Quilômetros quadrados,['nivelTerritorial'],8418
2,12749,Total de áreas urbanizadas,Quilômetros quadrados,['nivelTerritorial'],8418
3,12750,Loteamento vazio,Quilômetros quadrados,['nivelTerritorial'],8418
4,12751,Área total mapeada,Quilômetros quadrados,['nivelTerritorial'],8418
5,12752,Outros equipamentos urbanos,Quilômetros quadrados,['nivelTerritorial'],8418
6,12753,Vazios intraurbanos,Quilômetros quadrados,['nivelTerritorial'],8418
7,12754,Vazios remanescentes,Quilômetros quadrados,['nivelTerritorial'],8418
