0,6784,9808,,
1,6784,9809,,
2,6784,9810,,
3,6784,9811,,
4,6784,93,,
5,6784,9812,,
6,6784,9813,,
7,6784,9814,,
0,6784,9808,,
1,6784,9809,,
2,6784,9810,,
3,6784,9811,,
4,6784,93,,
5,6784,9812,,
6,6784,9813,,
7,6784,9814,,
0,1621,584,11255,90687
1,1621,584,11255,90691
2,1621,584,11255,90692
3,1621,584,11255,90693
4,1621,584,11255,90695
5,1621,584,11255,90694
6,1621,584,11255,90696
7,1621,584,11255,90697
8,1621,584,11255,90698
9,1621,584,11255,90699
10,1621,584,11255,90700
11,1621,584,11255,90702
12,1621,584,11255,90701
13,1621,584,11255,90703
14,1621,584,11255,90705
15,1621,584,11255,90707
16,1621,584,11255,93404
17,1621,584,11255,93405
18,1621,584,11255,93406
19,1621,584,11255,93407
20,1621,584,11255,93408
0,6784,9808,,
1,6784,9809,,
2,6784,9810,,
3,6784,9811,,
4,6784,93,,
5,6784,9812,,
6,6784,9813,,
7,6784,9814,,
0,1621,584,11255,90687
1,1621,584,11255,90691
2,1621,584,11255,90692
3,1621,584,11255,90693
4,1621,584,11255,90695
5,1621,584,11255,90694
6,1621,584,11255,90696
7,1621,584,11255,90697
8,1621,584,11255,90698
9,1621,584,11255,90699
10,1621,584,11255,90700
11,1621,584,11255,90702
12,1621,584,11255,90701
13,1621,584,11255,90703
14,1621,584,11255,90705
15,1621,584,11255,90707
16,1621,584,11255,93404
17,1621,584,11255,93405
18,1621,584,11255,93406
19,1621,584,11255,93407
20,1621,584,11255,93408
0,2093,93,86,0
1,2093,1000093,86,0
2,2093,93,86,2776
3,2093,1000093,86,2776
4,2093,93,86,2777
5,2093,1000093,86,2777
6,2093,93,86,2778
7,2093,1000093,86,2778
8,2093,93,86,2779
9,2093,1000093,86,2779
10,2093,93,86,2780
11,2093,1000093,86,2780
12,2093,93,86,2781
13,2093,1000093,86,2781
14,2093,93,2,0
15,2093,1000093,2,0
16,2093,93,2,4
17,2093,1000093,2,4
18,2093,93,2,5
19,2093,1000093,2,5
20,2093,93,1,0
21,2093,1000093,1,0
22,2093,93,1,1
23,2093,1000093,1,1
24,2093,93,1,2
25,2093,1000093,1,2
26,2093,93,58,0
27,2093,1000093,58,0
28,2093,93,58,100402
29,2093,1000093,58,100402
30,2093,93,58,1140
31,2093,1000093,58,1140
32,2093,93,58,1141
33,2093,1000093,58,1141
34,2093,93,58,1142
35,2093,1000093,58,1142
36,2093,93,58,6797
37,2093,1000093,58,6797
38,2093,93,58,1143
39,2093,1000093,58,1143
40,2093,93,58,2792
41,2093,1000093,58,2792
42,2093,93,58,92982
43,2093,1000093,58,92982
44,2093,93,58,1144
45,2093,1000093,58,1144
46,2093,93,58,1145
47,2093,1000093,58,1145
48,2093,93,58,3299
49,2093,1000093,58,3299
50,2093,93,58,3300
51,2093,1000093,58,3300
52,2093,93,58,3301
53,2093,1000093,58,3301
54,2093,93,58,3520
55,2093,1000093,58,3520
56,2093,93,58,6798
57,2093,1000093,58,6798
58,2093,93,58,3244
59,2093,1000093,58,3244
60,2093,93,58,95252
61,2093,1000093,58,95252
62,2093,93,58,2503
63,2093,1000093,58,2503
