0,6784,"Produto Interno Bruto, Produto Interno Bruto per capita, População residente e Deflator",https://sidra.ibge.gov.br/tabela/6784,Contas Nacionais Anuais,Geral,anual,1996,2021
0,1621,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),https://sidra.ibge.gov.br/tabela/1621,Contas Nacionais Trimestrais,Contas Nacionais e Regionais,trimestral,199601,202304
0,2093,"População residente por cor ou raça, sexo, situação do domicílio e grupos de idade - Amostra - Características Gerais da População",https://sidra.ibge.gov.br/tabela/2093,Censo Demográfico,Cor ou raça,anual,2000,2010
